,Tickers
8782,CIM/PR/C
8783,IBER/WS
8784,ARLO
8785,CRUS
8786,RNR/PR/F
8787,BIMI
8788,SOAC//U
8789,HCII/WS
8790,KGRN
8791,MCBC
8792,PKO
8793,VRAI
8794,SSPK
8795,VPCB
8796,CMII/WS
8797,COMM
8798,LJAQ
8799,VEGI
8800,NXJ
8801,ENR
8802,FLUD
8803,OHI
8804,CND//U
8805,DHCNI
8806,LGND
8807,TSLA
8808,CVE
8809,PDN
8810,ARVL
8811,ALJJ
8812,EVLMC
8813,CSTE
8814,GRSV/U
8815,CRMD
8816,ALL/PR/B
8817,IDU
8818,PSCT
8819,CENX
8820,ZXYZ/A
8821,HJEN
8822,ESQ
8823,OPRX
8824,FPI/PR/B
8825,STSA
8826,FNDF
8827,DUNE/WS
8828,XHB
8829,KORP
8830,NKX
8831,XLE
8832,BHV
8833,WDH
8834,ANIX
8835,RFUN
8836,AHT/PR/D
8837,PCG/PR/C
8838,VIG
8839,SDY
8840,AAU
8841,PEB
8842,CPS
8843,DGNR//U
8844,COW
8845,ISHG
8846,JHMM
8847,AMTBB
8848,CGEM
8849,WBIL
8850,SFTW
8851,EZJ
8852,VWOB
8853,SCHL
8854,SMIH/U
8855,APOG
8856,WAVE
8857,BKE
8858,KAIR/U
8859,CAKE
8860,UA
8861,TFFP
8862,ADER/U
8863,KAII
8864,KSM
8865,HTOO
8866,PAAS
8867,WFC
8868,PAMC
8869,CLRB
8870,CTEK
8871,KOKU
8872,BFII/WS
8873,PKG
8874,OTEC/U
8875,CVX
8876,PROF
8877,BHK
8878,BRKR
8879,SOL
8880,WFC/PR/L
8881,PRGO
8882,FXD
8883,ESPR
8884,VST/WS/A
8885,EMAG
8886,INBX
8887,ESI
8888,AZBJ
8889,DNZ//U
8890,KWAC
8891,UNFI
8892,RYI
8893,GDV/PR/G
8894,HLMN
8895,FAF
8896,CDEV
8897,AR
8898,BPYPN
8899,SUN
8900,SPSC
8901,ENZ
8902,GWII/U
8903,APM
8904,MTCR
8905,DAL
8906,TREB//U
8907,BHLB
8908,OCSL
8909,FIVA
8910,ING
8911,NOAC
8912,MRVI
8913,CLH
8914,SUNL
8915,FTXO
8916,GPOR
8917,RFEU
8918,ACTG
8919,UNG
8920,ALLK
8921,TBSA/U
8922,TPAY
8923,A
8924,SASR
8925,TNK
8926,QLTA
8927,PZN
8928,FGNA
8929,RCI
8930,NBO
8931,BTRS
8932,HYGV
8933,INDS
8934,BITE/WS
8935,FURY
8936,FSTR
8937,NDAC/U
8938,WBS
8939,BAC/PR/E
8940,ZIVO/WS
8941,PUCK/U
8942,SGFY
8943,DXCM
8944,COMB
8945,ITHX/U
8946,SNII//U
8947,BBGI
8948,HMCO
8949,RCC
8950,GOL
8951,SNPR//U
8952,CHNG/U
8953,JP
8954,ASRV
8955,OIIM
8956,EGY
8957,VSLU
8958,XLP
8959,JMIA
8960,FIDU
8961,CNX
8962,LGBT
8963,IMRN/WS
8964,WRB/PR/G
8965,AFLG
8966,QTS/PR/A
8967,WAL
8968,IPVA
8969,XBIO/WS
8970,MJ
8971,NWLI
8972,OVBC
8973,SPPI
8974,COCP
8975,ACP
8976,SPAB
8977,CGAU
8978,FGBI
8979,VTHR
8980,MRCC
8981,GSK
8982,AMRX
8983,FWRD
8984,GEO
8985,WINT
8986,MUJ
8987,BSMX
8988,GXTG
8989,SNCY
8990,TFC/PR/I
8991,ECC
8992,LGV//U
8993,LIII//U
8994,WPS
8995,SVM
8996,VOXX
8997,HIII
8998,CAAS
8999,GSQD//U
9000,BLFY
9001,JHI
9002,DNAC
9003,CFR/PR/B
9004,BEPC
9005,ALXN
9006,GDDY
9007,REED
9008,ROKU
9009,REXR
9010,ERJ
9011,HAYW
9012,ARDX
9013,SAL
9014,DMO
9015,APPN
9016,ICPT
9017,DTOX
9018,SR/PR/A
9019,JMPNZ
9020,VACQ
9021,LMB
9022,CDR/PR/B
9023,RQI
9024,GSQD/WS
9025,IDBA
9026,RMGB/U
9027,DDIV
9028,SCZ
9029,CM
9030,CNTA
9031,PDBC
9032,PRIF/PR/I
9033,MMU
9034,XBIT
9035,IMGO
9036,SMID
9037,UPWK
9038,PDEV
9039,KYMR
9040,TASK
9041,HNRG
9042,OCAX
9043,DCRDU
9044,RNAZ
9045,EVI
9046,NEWT
9047,SIGI
9048,DEM
9049,LPTH
9050,BNE
9051,MOMO
9052,TLGA//U
9053,THM
9054,VOYA/PR/B
9055,WVVI
9056,RELX
9057,TPTA
9058,ZG
9059,ASAX/U
9060,MAPS/WS
9061,SWT
9062,FPEI
9063,BANF
9064,EMCB
9065,JTA
9066,AMEH
9067,IBTD
9068,IWP
9069,SLP
9070,NETE
9071,LCTU
9072,FTSI
9073,FRXB/WS
9074,BY
9075,CNNE
9076,RAAC
9077,CRDF
9078,MJUS
9079,AQUA
9080,PXH
9081,PTE
9082,TSQ
9083,LABP
9084,OC
9085,IPOS
9086,PEI/PR/B
9087,SF
9088,MTEM
9089,GNE
9090,EXD
9091,GLOP
9092,NSTD//U
9093,FSSI
9094,HUSN
9095,FRBK
9096,SCOA/WS
9097,ADF//U
9098,PIRS
9099,OCAX/WS
9100,KCAC//U
9101,HUGE
9102,OLP
9103,TAGS
9104,XES
9105,NCV
9106,LSST
9107,TTE
9108,QCRH
9109,IMPX
9110,XOP
9111,OAK/PR/B
9112,ROT/WS
9113,CHI
9114,IWFL
9115,SBCF
9116,CTR
9117,CRU//U
9118,DSAC
9119,SHLS
9120,CTSO
9121,GSIE
9122,LFT
9123,CFFN
9124,XRLV
9125,FAMI
9126,WTTR
9127,RFV
9128,SVSV/U
9129,RILYH
9130,TM
9131,CFBK
9132,EQC
9133,SONN
9134,CHPM
9135,IGF
9136,NEO
9137,DIVS
9138,COIN
9139,MTC
9140,ATAQ/WS
9141,DCRN
9142,MORF
9143,UAMY
9144,FGD
9145,RBLX
9146,MXF
9147,CND/WS
9148,FCA
9149,BAH
9150,FSM
9151,XSLV
9152,PFLD
9153,ALTM
9154,RJF
9155,PSQ
9156,THRY
9157,GGAL
9158,LGVN
9159,OTRK
9160,TZA
9161,CRZN
9162,IUSG
9163,KLAC
9164,AVDE
9165,EXPC
9166,RTPZ//U
9167,SY
9168,USB/PR/R
9169,WARR//U
9170,CNBKA
9171,TINV
9172,CHIL
9173,MIDU
9174,WHLRP
9175,VPU
9176,PLAB
9177,MSTR
9178,OPEN
9179,CMBM
9180,HERA/WS
9181,BOCH
9182,MFUS
9183,REML
9184,TXMD
9185,IQV
9186,EWP
9187,HART
9188,MGY
9189,TBCP
9190,AUD
9191,DDF
9192,BSET
9193,SVNIU
9194,WALD/WS
9195,FVD
9196,JOBS
9197,CVM
9198,RCLF
9199,GDV
9200,VMC
9201,LDUR
9202,DXF
9203,PICC/WS
9204,NATR
9205,RNSC
9206,KNSL
9207,LABU
9208,NVSA
9209,EPR/PR/C
9210,PG
9211,BRLI/WS
9212,KMDA
9213,PGAL
9214,ACCO
9215,FPXI
9216,EFX
9217,NLSP
9218,BLUE
9219,PBYI
9220,USI
9221,ADXN
9222,CLSD
9223,GXII
9224,IPG
9225,XPOA
9226,PWPP/WS
9227,ATOM
9228,FEIM
9229,ERII
9230,NYC
9231,BTT
9232,BNKD
9233,PRPH
9234,EWRE
9235,VERX
9236,NRC
9237,MAX
9238,MS/PR/I
9239,THFF
9240,PSAC/U
9241,ETRN
9242,FEI
9243,CRF
9244,OMI
9245,SAF
9246,UCBI
9247,VRCA
9248,AMH
9249,ALSN
9250,KDFI
9251,SNX
9252,GRFS
9253,GMBL
9254,IGAC/WS
9255,ASAN
9256,GLU
9257,HIBS
9258,PSA/PR/M
9259,SFY
9260,BW/PR/A
9261,ET/PR/E
9262,VALT
9263,LEXX/WS
9264,CS
9265,THR
9266,IMAC
9267,MEC
9268,RBIN
9269,CIBR
9270,HUDI
9271,AADR
9272,IAU
9273,IT
9274,BBSI
9275,PLMR
9276,NEWA
9277,EVSTC
9278,MXI
9279,SATS
9280,AWP
9281,KR
9282,AOS
9283,CODI
9284,ITUB
9285,HSC
9286,ATH/PR/C
9287,COOP
9288,AZRE
9289,EMX
9290,PEB/PR/E
9291,VTC
9292,OCIO
9293,KAIR/WS
9294,LMRK
9295,FMF
9296,TVE
9297,VDE
9298,PRE/PR/J
9299,ITEQ
9300,SKYW
9301,PTVE
9302,SCD
9303,BRIV/WS
9304,GAL
9305,GGB
9306,GNPX
9307,SQBG
9308,FLKR
9309,TAXF
9310,RVNC
9311,PSTL
9312,ADOC/WS
9313,ALNY
9314,FTXL
9315,MDRR
9316,MACC/WS
9317,PALI
9318,SPMB
9319,FXO
9320,JPS
9321,NDP
9322,JLL
9323,STWO
9324,KLR/WS
9325,PHB
9326,STL
9327,DWMF
9328,JJA
9329,TUEM
9330,BEEM
9331,CRSP
9332,MFM
9333,RBBN
9334,PACK
9335,MGMT
9336,HOLI
9337,RYF
9338,SCHG
9339,CYAN
9340,HERA
9341,WFC/PR/Y
9342,EVV
9343,IJS
9344,TMAC//U
9345,INMD
9346,PFXNL
9347,CLIM//U
9348,RE
9349,VEON
9350,CNP
9351,DWIN//U
9352,IBDN
9353,IWX
9354,PSK
9355,SF/PR/A
9356,XENE
9357,BLW
9358,APR
9359,GPK
9360,CTO
9361,ELY
9362,SCSC
9363,NHF
9364,ERM
9365,PKW
9366,LVRA
9367,ATA/WS
9368,DRH/PR/A
9369,RBNC
9370,ITAC/U
9371,PSAG/WS
9372,CHKE/WS
9373,KEY/PR/K
9374,UMH
9375,BAC/PR/M
9376,CRTO
9377,IPVI
9378,ALAC/WS
9379,EWU
9380,VHAQ//U
9381,BCAC/U
9382,CTRM
9383,ABR/PR/D
9384,ALZN
9385,LYG
9386,ATCO/PR/H
9387,WABC
9388,ROSS//U
9389,PNC
9390,MYPS/WS
9391,JNJ
9392,QVMM
9393,NVAX
9394,JMPNL
9395,ESEA
9396,SSKN
9397,ERES
9398,HFFG
9399,CIH
9400,ITP
9401,OPENW
9402,DIT
9403,FSZ
9404,FTF
9405,EXEL
9406,KRKR
9407,MPWR
9408,IGI
9409,CTEST/A
9410,HEP
9411,CANE
9412,BOAS
9413,DBVT
9414,TXN
9415,BAC/PR/B
9416,EPU
9417,GMAB
9418,JAZZ
9419,PRPC/WS
9420,MSA
9421,QQQE
9422,ARTNA
9423,CPSI
9424,TPIC
9425,FOF
9426,SLM
9427,LCTX
9428,BFC
9429,GSL/PR/B
9430,OCA
9431,SCHW/PR/J
9432,CACI
9433,CBH
9434,OLLI
9435,XPDI/WS
9436,GBRGR
9437,CRIS
9438,KRNL/U
9439,BKCC
9440,NIE
9441,PUCK
9442,SPCX
9443,USB/PR/M
9444,NGC//U
9445,GSS
9446,PGC
9447,BHC
9448,MLAC/U
9449,BLFS
9450,ECON
9451,CLDR
9452,ACEV/U
9453,ICLN
9454,TANNL
9455,SCLE/U
9456,PCVX
9457,RMED
9458,SPE/PR/B
9459,TRIL
9460,WDIV
9461,RVMD
9462,IYE
9463,TSN
9464,HUGS
9465,AZZ
9466,BSX/PR/A
9467,FXZ
9468,AGNCM
9469,BCRX
9470,SNOW
9471,UHS
9472,CSR/PR/C
9473,TLIS
9474,STWD
9475,PAQC/WS
9476,FRC/PR/H
9477,ONTO
9478,MP
9479,CMPS
9480,EVGN
9481,AIR
9482,SNBR
9483,TGP/PR/B
9484,NVVE/WS
9485,FMHI
9486,PIN
9487,SGMA
9488,PASG
9489,PTOC/WS
9490,IBTJ
9491,RFMZ
9492,SEDG
9493,LVHD
9494,MUSI
9495,INNV
9496,MTUL
9497,TRST
9498,FFIN
9499,FLCH
9500,MLHR
9501,KROS
9502,LPCN
9503,ACCD
9504,WTER
9505,NFH
9506,FPE
9507,VIACP
9508,SENEB
9509,AUSF
9510,TPHD
9511,JHSC
9512,APDN
9513,DLS
9514,SBOW
9515,BTI
9516,TEKK/U
9517,FLIR
9518,TUSK
9519,MUST
9520,LANDM
9521,FINX
9522,MUR
9523,SRT
9524,PCG/PR/I
9525,SSNC
9526,LPI
9527,NISN
9528,ASIX
9529,UBFO
9530,CXM
9531,AHT/PR/G
9532,WYNN
9533,SPCE
9534,NTIP
9535,BBBY
9536,TWO
9537,SPTK/WS
9538,CTMX
9539,GLSP/U
9540,GNRC
9541,WAT
9542,YTPG
9543,CEVA
9544,QADA
9545,NKE
9546,SPXV
9547,OSH
9548,BC/PR/C
9549,TRYP
9550,SCHZ
9551,GGM
9552,TTM
9553,CYCN
9554,INDF
9555,REXR/PR/C
9556,DOOO
9557,TTNP
9558,EVBN
9559,EVC
9560,RSG
9561,NTCT
9562,TALS
9563,HKIB
9564,TBLA
9565,FET
9566,VTN
9567,RFDI
9568,ISD
9569,JACK
9570,MIT//U
9571,NNN/PR/F
9572,OSTR/U
9573,KLXE
9574,FSBC
9575,SFYF
9576,IKNA
9577,COO
9578,F/PR/C
9579,RVI
9580,DES
9581,LBRT
9582,O
9583,GBRG/WS
9584,THG
9585,BLD
9586,STAR/PR/G
9587,GURE
9588,QUAD
9589,ATIF
9590,DDL
9591,TREC
9592,VHC
9593,YMM
9594,BA
9595,MGA
9596,RDS/A
9597,DBC
9598,HT/PR/D
9599,KFY
9600,WBND
9601,PSCD
9602,IBEX
9603,SZNE
9604,GACQ/U
9605,MDJH
9606,FLNG
9607,ACBA/WS
9608,UG
9609,ORGS
9610,PVH
9611,CTBI
9612,IMH
9613,BIO/B
9614,INUV
9615,FTSD
9616,HMPT
9617,BSAE
9618,MMM
9619,ASPS
9620,CVCO
9621,SZK
9622,CCZ
9623,ENLC
9624,SCLE
9625,IQDE
9626,PCTT/WS
9627,HYB
9628,SPNT
9629,PLYM
9630,QFTA//U
9631,EVCM
9632,OBSV
9633,MCK
9634,DGNS
9635,AGI
9636,SWI
9637,BIB
9638,CSX
9639,GAB/PR/J
9640,TMTS/WS
9641,RETA
9642,RMTI
9643,MITC
9644,MNA
9645,FMY
9646,PPL
9647,KNSA
9648,APG
9649,ANZU
9650,LGLV
9651,MESA
9652,SVFC
9653,ECCY
9654,BSMS
9655,CBNK
9656,ELA
9657,KNOP
9658,SLX
9659,XIN
9660,YALA
9661,TGS
9662,AEMB
9663,BDSX
9664,XNCR
9665,ESGA
9666,KVSA
9667,BVXV
9668,GFI
9669,NAII
9670,FDP
9671,KBE
9672,SAFM
9673,SPWR
9674,SPDW
9675,JCIC
9676,GBX
9677,PRSR
9678,IEUS
9679,ZSAN
9680,ABT
9681,BRQS
9682,DBV
9683,GFED
9684,CSPI
9685,FTCH
9686,RILYP
9687,WCBR
9688,OMCL
9689,VTWO
9690,RHE/PR/A
9691,MCBS
9692,FBGX
9693,ISCB
9694,HEPA
9695,MYOV
9696,PCM
9697,NSTC
9698,TMO
9699,DSGX
9700,HNST
9701,TBK
9702,JW/B
9703,SQ
9704,ILF
9705,TDIV
9706,ELSE
9707,EQWL
9708,AFMC
9709,SDC
9710,NI
9711,PEBO
9712,ACTD/WS
9713,DISCA
9714,TIOA/U
9715,BNDW
9716,JKS
9717,XPEL
9718,IBDV
9719,CTAQ/U
9720,ROBT
9721,SHO/PR/H
9722,OIH
9723,SPLK
9724,KOD
9725,SKIN
9726,KBH
9727,PIPR
9728,WFC/PR/Q
9729,AQST
9730,APLS
9731,KNTE
9732,SRDX
9733,XLK
9734,BRLI/U
9735,LII
9736,PIPP/WS
9737,GWAC/WS
9738,CLBR/WS
9739,TAOP
9740,JRS
9741,PFL
9742,ATMR/WS
9743,HOPE
9744,AMCX
9745,FACT
9746,STT/PR/G
9747,GOOG
9748,MDIA
9749,PING
9750,FAS
9751,CNO/PR/A
9752,DARE
9753,TWNT//U
9754,NLIT/U
9755,TLH
9756,AVACU
9757,BSN//U
9758,CPF
9759,JSML
9760,OPHC
9761,NERD
9762,AMBA
9763,SIGA
9764,MVV
9765,HIGA//U
9766,ACIC/WS
9767,EATZ
9768,AGO/PR/B
9769,OBNK
9770,BFLY
9771,LDRS
9772,WPCB//U
9773,UGA
9774,VCIF
9775,INO
9776,BARK/WS
9777,CCEP
9778,LSF
9779,BOAC//U
9780,ATH
9781,RGR
9782,ISTB
9783,LTRX
9784,KRA
9785,SCVX
9786,SHW
9787,AMAM
9788,FVIV
9789,DALI
9790,TBSA
9791,ATRO
9792,ETAC/WS
9793,NMTR
9794,RNR
9795,IEV
9796,MIME
9797,XPOA/WS
9798,ULCC
9799,MU
9800,MOV
9801,SPAQ/WS
9802,BCOV
9803,FDTS
9804,TAIT
9805,SCO
9806,LIVK/U
9807,EPAC
9808,INDY
9809,MNSB
9810,SVOL
9811,AP/WS
9812,FACA
9813,ALT
9814,GRVI
9815,COHR
9816,ERES/U
9817,MSGM
9818,HBCP
9819,NIM
9820,SHOP
9821,SINO
9822,VSTO
9823,DLTR
9824,NTNX
9825,ALIN/PR/A
9826,ARE
9827,DAO
9828,MRAC
9829,OCUL
9830,AOK
9831,FITBP
9832,DHR/PR/B
9833,GS/PR/K
9834,TIPT
9835,BOXL
9836,MTLS
9837,SITC
9838,WORK
9839,DYNT
9840,AGL
9841,CKPT
9842,LYB
9843,TWLO
9844,L
9845,AWX
9846,GAME
9847,MIND
9848,SSPY
9849,BFK
9850,OWL/WS
9851,EEMD
9852,PCOR
9853,SUNW
9854,BLMN
9855,FYBR
9856,GNTY
9857,SSSS
9858,BLPH
9859,TBLT
9860,ACER
9861,AMCIU
9862,FFIC
9863,KLAQ
9864,ACHL
9865,MSVB
9866,KAI
9867,UFPI
9868,BMRA
9869,RDVT
9870,HUBS
9871,MZZ
9872,MOS
9873,PAYS
9874,SHQA/U
9875,STAR/PR/D
9876,USA
9877,SCVX//U
9878,WFC/PR/A
9879,CORR
9880,GRNV/WS
9881,IJK
9882,SBAC
9883,ENO
9884,RKTA//U
9885,VWTR
9886,VEL
9887,OESX
9888,SRI
9889,BCYC
9890,FXG
9891,JHCB
9892,FPH
9893,AWAY
9894,QQQ
9895,GIS
9896,FCAX/WS
9897,CPTK/WS
9898,GNL/PR/A
9899,ICMB
9900,HHR
9901,SCOA/U
9902,TLTD
9903,FNDC
9904,FJNK
9905,HSON
9906,YXI
9907,AVGO
9908,DEH
9909,HCHC
9910,NBEV
9911,EVN
9912,HP
9913,QID
9914,AFIB
9915,FINM
9916,SCHO
9917,GBLD
9918,RYN
9919,SYTA/WS
9920,CHEF
9921,IBTG
9922,KFYP
9923,VTWG
9924,CFFE/U
9925,LGV
9926,LSXMB
9927,SUSL
9928,YANG
9929,UP/WS
9930,THMA
9931,SEAH
9932,STWO/U
9933,IEF
9934,STAG
9935,TLS
9936,HSY
9937,VTAQR
9938,CVU
9939,EWM
9940,HCM
9941,FSII
9942,MVF
9943,CRMT
9944,PVAC
9945,EUCR
9946,FLME//U
9947,MLI
9948,GEOS
9949,FLSW
9950,VBR
9951,ACTD
9952,ALAC/U
9953,UNL
9954,AIG
9955,HOLD
9956,GRA
9957,PRIM
9958,VC
9959,OSI//U
9960,EINC
9961,JPM/PR/D
9962,AFGD
9963,PHVS
9964,ASPL/U
9965,CRES/WS
9966,GJR
9967,SNP
9968,CPTK
9969,SI
9970,KBNT
9971,ENLV
9972,METCL
9973,SACC
9974,CUBI/PR/F
9975,IQSU
9976,TTMI
9977,GLPI
9978,HMG
9979,MRM
9980,AMST
9981,JUST
9982,PHUN/WS
9983,CSII
9984,FR
9985,AVY
9986,HNNA
9987,DISA
9988,TANNI
9989,YELL
9990,PSA/PR/E
9991,BHF
9992,FLO
9993,MS/PR/A
9994,GERM
9995,BTNB
9996,CLRM
9997,RDIB
9998,ME
9999,FMNB
10000,SOFI/WS
10001,JVA
10002,PTK/WS
10003,GTPB/U
10004,UZD
10005,HUT
10006,SLCR/WS
10007,GSP
10008,IGA
10009,FLGT
10010,SKY
10011,XOM
10012,RJA
10013,CFFI
10014,WMT
10015,EPIX
10016,HTOO/WS
10017,GCO
10018,MORT
10019,PEGA
10020,IFFT
10021,IWM
10022,PSMT
10023,TSIB
10024,SIMS
10025,ACQR/U
10026,SCL
10027,AMKR
10028,CODA
10029,IDCC
10030,CAT
10031,BANC
10032,AKU
10033,GFOR//U
10034,SPTM
10035,CTRE
10036,NURO
10037,EPAY
10038,FRC
10039,HMLP/PR/A
10040,IWB
10041,NGVT
10042,MMX
10043,KZIA
10044,FEMY
10045,ORIC
10046,VONV
10047,FORR
10048,TOLZ
10049,TSC
10050,ADXS
10051,DUST
10052,PAG
10053,TECB
10054,PAEW/WS
10055,DKL
10056,ILCV
10057,ATEX
10058,EXI
10059,CRTD
10060,EEFT
10061,YAC//U
10062,NWPX
10063,WHLM
10064,XELB
10065,CNS
10066,EME
10067,NUE
10068,DSPC
10069,PFO
10070,VFH
10071,SCOR
10072,PACE/WS
10073,IPVF
10074,PYR
10075,UVV
10076,AURC/WS
10077,POAI
10078,WPRT
10079,DCRN/U
10080,ESLT
10081,GOOD
10082,ZIOP
10083,USFR
10084,AONE/WS
10085,CLX
10086,MUSA
10087,EIRL
10088,HRTX
10089,BLDP
10090,BRC
10091,ENZL
10092,LMNX
10093,BATRK
10094,NVST
10095,SQQQ
10096,IGT
10097,CCO
10098,RC/PR/C
10099,SAII/U
10100,NET
10101,FSR
10102,IBA
10103,AMAO/U
10104,GLIF
10105,LBC
10106,METX/WS
10107,GTPA
10108,PLAG
10109,RVT
10110,CLPR
10111,BENER
10112,CDK
10113,WRI
10114,PDAC/WS
10115,BLCT
10116,LQDH
10117,BOAS/WS
10118,ST
10119,FDWM
10120,AEYE
10121,BSJN
10122,GPC
10123,DAIO
10124,MTH
10125,UEC
10126,FMN
10127,IRM
10128,GLU/PR/A
10129,GTO
10130,BDRY
10131,SMTC
10132,PRG
10133,CLOV
10134,JBI/WS
10135,ARBG
10136,AONE
10137,RILYM
10138,BDXB
10139,CEIX
10140,DFPH/U
10141,JOFF
10142,PGRW/U
10143,NECB
10144,NRAC/WS
10145,GURU
10146,PSC
10147,MID
10148,MBINN
10149,CHD
10150,OLB
10151,TH
10152,ARCC
10153,KAII/WS
10154,AFTY
10155,ARGO
10156,BAC
10157,ALTR
10158,TUGC
10159,INCO
10160,AFB
10161,ESGD
10162,FCF
10163,KBWB
10164,CXP
10165,PPGH/WS
10166,ALSK
10167,WSFS
10168,ALEX
10169,ZNGA
10170,NVEC
10171,SKOR
10172,MGI
10173,DDT
10174,TRVN
10175,VNO/PR/K
10176,TBIO
10177,FACT//U
10178,CNSP
10179,CLOV/WS
10180,DFAS
10181,GTLS
10182,HCSG
10183,CMT
10184,UFPT
10185,PATK
10186,AAAU
10187,DHBC/WS
10188,SOFI
10189,EGGF//U
10190,INFI
10191,MTAC/WS
10192,HE
10193,EVY
10194,SRAC
10195,LFTR
10196,LUXA/WS
10197,W
10198,PUMP
10199,EQHA/WS
10200,EC
10201,GXII/WS
10202,FTDR
10203,AZO
10204,ONCR
10205,SPHB
10206,AAME
10207,KKRS
10208,VBFC
10209,MELI
10210,HYMCL
10211,MITK
10212,ESTC
10213,UST
10214,DJP
10215,VEA
10216,EP/PR/C
10217,AMPG
10218,CYD
10219,PRSR/WS
10220,CHW
10221,FNB
10222,NAK
10223,VPOP
10224,HYGH
10225,GBLO
10226,TFSL
10227,PRIF/PR/D
10228,GECCO
10229,CRBP
10230,SRNG/U
10231,HYEM
10232,AMRB
10233,VLAT/U
10234,VCKA/WS
10235,PRO
10236,FMC
10237,FXR
10238,FFIV
10239,PBC
10240,BAK
10241,STAR
10242,KOLD
10243,VLO
10244,ANGO
10245,RJI
10246,GROY/WS
10247,SFTW/WS
10248,CRI
10249,ECCC
10250,ENTX
10251,IYH
10252,BELFB
10253,JJT
10254,ALGS
10255,JUSA
10256,HYTR
10257,NVOS
10258,TBCP/U
10259,COF/PR/G
10260,MACK
10261,SLB
10262,PSN
10263,GLDI
10264,RMPL/PR/
10265,PCB
10266,ILDR
10267,INTZ
10268,MOTO
10269,MQY
10270,PXSA/WS
10271,PFTAU
10272,CXE
10273,EEMO
10274,MBOT
10275,ORI
10276,HCDIP
10277,TGH/PR/A
10278,FTCS
10279,REVG
10280,SAII/WS
10281,VACC
10282,SPXN
10283,DS/PR/D
10284,TTOO
10285,UPLD
10286,CP
10287,GHL
10288,TDI
10289,NBST
10290,XHR
10291,AKYA
10292,MCAE/U
10293,ATSP/U
10294,QNST
10295,VGZ
10296,ESNG
10297,NIB
10298,NYMTN
10299,ARQT
10300,SIXL
10301,OGCP
10302,DDMX/WS
10303,COG
10304,TALK
10305,DTB
10306,HLNE
10307,OPA/WS
10308,CBAT
10309,CAI
10310,BWL/A
10311,CERC
10312,TJX
10313,GABr
10314,ENIA
10315,CRHC/WS
10316,NBA//U
10317,ERX
10318,LNFA/WS
10319,PCYO
10320,DCRB/U
10321,FRON/U
10322,XLSR
10323,CMLF/U
10324,EDZ
10325,SVAC/U
10326,SVSV/WS
10327,LDI
10328,OIS
10329,AB
10330,CARV
10331,RZB
10332,NTSE
10333,WSBCP
10334,PFD
10335,SLAM/U
10336,AUUD
10337,WARR
10338,NCTY
10339,UGI
10340,WPC
10341,AGNCP
10342,TWO/PR/A
10343,QIPT
10344,LFMD
10345,ENFR
10346,ADEX
10347,RMGB
10348,JETS
10349,VMAC/WS
10350,EMP
10351,GCAC/U
10352,AKUS
10353,LEGO/U
10354,QWLD
10355,SPLV
10356,SRG/PR/A
10357,SCLE/WS
10358,AGAC/WS
10359,BDX
10360,EVOP
10361,BFIT
10362,FMAC
10363,FTSL
10364,PPT
10365,USNA
10366,ESGRP
10367,EOCW//U
10368,VV
10369,LBTYA
10370,AVAH
10371,NNVC
10372,RETL
10373,VCF
10374,POWI
10375,BOLT
10376,NAAC/U
10377,VCTR
10378,SVAC
10379,EPOL
10380,AMNA
10381,CLM
10382,EMLP
10383,NEBC
10384,PHAR
10385,BRK/B
10386,KARO
10387,NBR
10388,HGV
10389,MODV
10390,CYBR
10391,PFIE
10392,JPM/PR/L
10393,PLTM
10394,JCTCF
10395,MAYS
10396,AZBO
10397,MSGE
10398,NDRA/WS
10399,NEPT
10400,BOWX
10401,LTRPB
10402,PSXP
10403,KRNT
10404,NWS
10405,LSPD
10406,ASB/PR/E
10407,ACII/WS
10408,NGG
10409,LOOP
10410,FUE
10411,D
10412,DDMX/U
10413,EZPW
10414,BNTX
10415,CLXT
10416,FDX
10417,PEXL
10418,IMNM
10419,GLAQ/U
10420,SSAA
10421,FROG
10422,SNOA
10423,DHBC
10424,NGCA/WS
10425,UXI
10426,HERD
10427,EKSO
10428,WBIG
10429,AQNA
10430,POSH
10431,GS/PR/C
10432,LPLA
10433,GLEO//U
10434,PEP
10435,AAC//U
10436,GSAQ
10437,EPWR//U
10438,HIII/U
10439,PLBY
10440,THCA/U
10441,CRAI
10442,NAPA
10443,AHH
10444,PPA
10445,KMT
10446,NOVT
10447,UBT
10448,EQAL
10449,DWUS
10450,DXC
10451,ONEM
10452,MBAC
10453,UBA
10454,GMBT
10455,AGM/PR/E
10456,ALKT
10457,HVT/A
10458,AU
10459,PUI
10460,STRR
10461,AMP
10462,NRK
10463,PFIX
10464,DSTL
10465,AHPI
10466,NTSX
10467,CBSH
10468,EDRY
